0.198276	0.2	30	20.3138
0.140805	0.2	60	20.7179
0.0890805	0.220833	90	20.7198
0.0603448	0.25625	120	0
0.0862069	0.291667	120	0
0.114943	0.327083	120	-2.85088
0.163793	0.347917	90	17.8283
0.135057	0.383333	120	-5.55086
0.183908	0.404167	90	16.5626
0.155172	0.439583	120	-7.48185
0.204023	0.460417	90	15.2331
0.175287	0.495833	120	-8.94835
0.224138	0.516667	90	13.8599
0.195402	0.552083	120	-10.1874
0.244253	0.572917	90	12.4189
0.215517	0.608333	120	-11.2408
0.264368	0.629167	90	11.2036
0.235632	0.664583	120	-12.1412
0.284483	0.685417	90	9.82975
0.255747	0.720833	120	-12.9276
0.304598	0.741667	90	8.17086
0.275862	0.777083	120	-13.7031
0.324713	0.797917	90	6.14961
0.295977	0.833333	120	-14.4275
0.344828	0.854167	90	5.79769
0.316092	0.889583	120	-15.0931
0.364943	0.910417	90	5.50042
0.336207	0.945833	120	-15.7115
0.385057	0.966667	90	5.12157
0.798851	0.2	-30	-9.13038
0.741379	0.2	300	-3.70554
0.689655	0.177083	270	0.921039
0.715517	0.139583	297.631	-1.382
0.666667	0.116667	267.631	-15.6261
0.637931	0.0791667	237.631	-16.5595
0.637931	0.0375	207.631	-16.5595
0.666667	0.00208333	177.631	-15.6261
0.715517	-0.0166667	147.631	-14.0207
0.770115	-0.0145833	117.631	-11.8971
0.816092	0.00625	87.6312	-10.5851
0.841954	0.0416667	57.6312	-13.6672
0.83908	0.08125	27.6312	-13.3478
0.807471	0.114583	357.631	-9.99769
0.755747	0.133333	327.631	-5.02024
0.698276	0.13125	297.631	0.153506
0.675287	0.0916667	302.236	2.20472
0.672414	0.05	332.236	2.46254
0.640805	0.0145833	362.236	5.33839
0.58908	-0.00416667	392.236	10.3487
0.531609	-0.00208333	422.236	16.7813
0.482759	0.01875	452.236	-3.70744
0.511494	0.0520833	422.236	19.3907
0.462644	0.0729167	452.236	-1.45331
0.491379	0.10625	422.236	20.9278
0.442529	0.127083	452.236	0.366054
0.431034	0.166667	463.218	-15.4746
0.468391	0.195833	433.218	19.0994
0.425287	0.222917	463.218	-14.4439
0.462644	0.252083	433.218	19.0994
0.41954	0.279167	463.218	-12.423
0.456897	0.308333	433.218	19.0994
0.413793	0.335417	463.218	-11.0458
0.451149	0.364583	433.218	19.0994
0.408046	0.391667	463.218	-10.7976
0.445402	0.420833	433.218	19.0994
0.402299	0.447917	463.218	-10.5559
0.439655	0.477083	433.218	19.0994
0.396552	0.504167	463.218	-10.3205
0.433908	0.533333	433.218	19.0994
0.390805	0.560417	463.218	-10.0994
0.428161	0.589583	433.218	19.0994
0.385057	0.616667	463.218	-9.89398
0.422414	0.645833	433.218	19.0994
0.37931	0.672917	463.218	-9.69346
0.416667	0.702083	433.218	19.0994
0.373563	0.729167	463.218	-9.49765
0.41092	0.758333	433.218	19.0691
0.367816	0.785417	463.218	-9.30638
0.405172	0.814583	433.218	19.0147
0.362069	0.841667	463.218	-9.13251
0.399425	0.870833	433.218	18.9589
0.356322	0.897917	463.218	-8.96559
0.393678	0.927083	433.218	18.9018
0.350575	0.954167	463.218	-8.8022
0.387931	0.983333	433.218	18.8456
0.798851	0.2	90	-17.7064
0.827586	0.235417	60	-12.0931
0.827586	0.277083	30	-12.0931
0.798851	0.3125	0	-9.13038
0.747126	0.333333	330	-4.22931
0.689655	0.333333	300	0.921039
0.686782	0.291667	327.631	1.17688
0.658046	0.254167	357.631	3.75779
0.609195	0.23125	387.631	8.33667
0.551724	0.229167	417.631	14.3816
0.5	0.247917	447.631	6.25616
0.468391	0.28125	477.631	-19.95
0.514368	0.302083	447.631	4.19606
0.482759	0.335417	477.631	-20.4208
0.528736	0.35625	447.631	2.46474
0.497126	0.389583	477.631	-20.8884
0.543103	0.410417	447.631	0.989322
0.511494	0.44375	477.311	-20.6083
0.557471	0.464583	447.311	0.0655275
0.551724	0.504167	449.277	-3.34837
0.577586	0.539583	419.277	11.54
0.525862	0.558333	449.277	-0.587645
0.54023	0.597917	431.647	14.7508
0.497126	0.625	461.647	-14.9012
0.534483	0.654167	431.647	15.4129
0.491379	0.68125	461.647	-14.4202
0.528736	0.710417	431.647	16.1052
0.485632	0.7375	461.647	-13.9578
0.522989	0.766667	431.647	16.8313
0.479885	0.79375	461.647	-13.5128
0.517241	0.822917	431.647	17.6294
0.474138	0.85	461.647	-13.0845
0.511494	0.879167	431.647	18.4139
0.468391	0.90625	461.647	-12.6967
0.505747	0.935417	431.647	19.2364
0.462644	0.9625	461.647	-12.3262
0.5	0.991667	431.647	20.0998
